timestamp,user,location,component,pid,content,eventid,label
1131566908,cn167,cn167/cn167,ntpd,10064.0,"synchronized to 10.100.18.250, stratum 3",E125,NORMAL
1131567043,tbird-admin1,local@tbird-admin1,ACPI,,FADT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd6b0,E10,NORMAL
1731097859,svc,dn73,sshd,4756.0,Failed password for invalid user admin from 192.168.1.10 port 22 ssh2,AUTH,NORMAL
1728060717,root,dn73,sshd,5805.0,sudo: pam_unix(sudo:session): session opened for user root by user(uid=0),AUTH,NORMAL
1718800713,service,app,scheduler,4466.0,file downloaded from suspicious domain,ENG,NORMAL
1131566854,cn73,cn73/cn73,ntpd,14737.0,"synchronized to 10.100.16.250, stratum 3",E125,NORMAL
1720596147,root,dn73,sshd,2820.0,sudo: pam_unix(sudo:session): session opened for user root by user(uid=0),AUTH,NORMAL
1712746537,root,dmz,kernel,2835.0,Remote code execution attempt on port 8080,ANOM,ANOMALY
1715052063,admin,app,app,9285.0,background job executed successfully,ENG,NORMAL
1734882898,user1,webserver,sshd,4767.0,session opened for user root by (uid=0),AUTH,NORMAL
1718290815,-,webserver,nginx,2162.0,"127.0.0.1 - - [21/Jan/2025:10:21:03 +0000] ""GET /index.html HTTP/1.1"" 200 1024",WEB,NORMAL
1722193933,service,app,cron,9719.0,multiple failed login attempts detected,ENG,NORMAL
1724652032,-,webserver,nginx,3251.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1734429809,service,app,service,6641.0,multiple failed login attempts detected,ENG,NORMAL
1734781360,root,dn3,sshd,929.0,sudo: pam_unix(sudo:session): session opened for user root by user(uid=0),AUTH,NORMAL
1727463611,root,webserver,sshd,1934.0,Failed password for invalid user admin from 192.168.1.10 port 22 ssh2,AUTH,NORMAL
1131567001,eadmin1,src@eadmin1,crond,4310.0,(root) CMD (/projects/tbird/temps/get_temps e),E2,NORMAL
1715101068,svc,dn228,sshd,3586.0,session opened for user root by (uid=0),AUTH,NORMAL
1131567045,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,NORMAL
1705371640,unknown,app,app,7206.0,user login successful,ENG,NORMAL
1131567243,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,NORMAL
1723086575,svc,dn73,sshd,5455.0,Accepted password for user1 from 10.0.0.5 port 53422 ssh2,AUTH,NORMAL
1729550992,-,webserver,nginx,2085.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1710323681,root,webserver,sshd,3433.0,Multiple failed logins from 192.168.1.100: possible brute force,ANOM,ANOMALY
1723055150,unknown,app,service,4788.0,user login successful,ENG,NORMAL
1732499497,root,dn73,sshd,3360.0,sudo: pam_unix(sudo:session): session opened for user root by user(uid=0),AUTH,NORMAL
1131566474,cn925,cn925/cn925,ntpd,29072.0,"synchronized to 10.100.22.250, stratum 3",E125,NORMAL
1732846405,-,webserver,nginx,4216.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1131566525,aadmin1,src@aadmin1,dhcpd,,DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1,E36,NORMAL
1715253156,guest,app,service,3055.0,configuration updated by admin,ENG,NORMAL
1131566670,tbird-sm1,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,NORMAL
1131566712,dn386,dn386/dn386,ntpd,330.0,"synchronized to 10.100.30.250, stratum 3",E125,NORMAL
1727596513,user1,dn3,sshd,5290.0,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.10,AUTH,NORMAL
1720817614,intruder,webserver,kernel,6626.0,Malware signature matched in /tmp/malicious.bin,ANOM,ANOMALY
1721309049,user1,dn73,sshd,3207.0,session opened for user root by (uid=0),AUTH,NORMAL
1131566855,cn199,cn199/cn199,ntpd,20202.0,"synchronized to 10.100.22.250, stratum 3",E125,NORMAL
1718565095,service,app,service,5604.0,user login successful,ENG,NORMAL
1131566961,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,NORMAL
1131566825,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,NORMAL
1131567296,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,NORMAL
1723864148,admin,webserver,sshd,5442.0,session opened for user root by (uid=0),AUTH,NORMAL
1131566925,bn115,bn115/bn115,ntpd,22400.0,"synchronized to 10.100.18.250, stratum 3",E125,NORMAL
1131566507,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,NORMAL
1131567235,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,NORMAL
1131567054,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691.0,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,NORMAL
1131566834,tbird-sm1,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,NORMAL
1707384277,attacker,webserver,nginx,3872.0,Unauthorized access to /etc/shadow detected,ANOM,ANOMALY
1710712410,-,webserver,nginx,1250.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1719613198,-,webserver,nginx,4736.0,"203.0.113.5 - - [21/Jan/2025:10:24:20 +0000] ""GET /admin HTTP/1.1"" 404 128",WEB,NORMAL
1131567093,dadmin1,src@dadmin1,sendmail,27337.0,unable to qualify my own domain name (dadmin1) -- using short name,E131,NORMAL
1131567048,tbird-sm1,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,NORMAL
1704695605,admin,app,cron,2160.0,password change requested,ENG,NORMAL
1131567229,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,NORMAL
1131566853,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,NORMAL
1725349754,-,webserver,nginx,1567.0,"10.0.0.5 - - [21/Jan/2025:10:23:14 +0000] ""GET /api/data HTTP/1.1"" 200 2048",WEB,NORMAL
1131566979,dn895,dn895/dn895,ntpd,6105.0,"synchronized to 10.100.28.250, stratum 3",E125,NORMAL
1131566652,bn263,bn263/bn263,ntpd,23720.0,"synchronized to 10.100.16.250, stratum 3",E125,NORMAL
1131566805,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,NORMAL
1718054875,admin,dn3,sshd,4968.0,Accepted password for user1 from 10.0.0.5 port 53422 ssh2,AUTH,NORMAL
1704681547,admin,webserver,sshd,521.0,Accepted password for user1 from 10.0.0.5 port 53422 ssh2,AUTH,NORMAL
1730645543,unknown,dmz,app,659.0,Unauthorized access to /etc/shadow detected,ANOM,ANOMALY
1712968795,root,dn73,sshd,4989.0,Failed password for invalid user admin from 192.168.1.10 port 22 ssh2,AUTH,NORMAL
1708506847,-,webserver,nginx,2596.0,"127.0.0.1 - - [21/Jan/2025:10:21:03 +0000] ""GET /index.html HTTP/1.1"" 200 1024",WEB,NORMAL
1730792583,-,webserver,nginx,2214.0,"127.0.0.1 - - [21/Jan/2025:10:21:03 +0000] ""GET /index.html HTTP/1.1"" 200 1024",WEB,NORMAL
1719158125,unknown,dbserver,app,433.0,Privilege escalation attempt using sudo exploit,ANOM,ANOMALY
1131567055,cn328,cn328/cn328,ntpd,24363.0,"synchronized to 10.100.20.250, stratum 3",E125,NORMAL
1131566501,aadmin3,src@aadmin3,dhcpd,,DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1: network A_net: no free leases,E37,NORMAL
1131566924,tbird-admin1,local@tbird-admin1,ntpd,1815.0,"synchronized to LOCAL(0), stratum 10",E125,NORMAL
1731609642,root,dn3,sshd,848.0,sudo: pam_unix(sudo:session): session opened for user root by user(uid=0),AUTH,NORMAL
1131567054,tbird-admin1,local@tbird-admin1,gmetad,,Warning: we failed to resolve data source name dn654 dn655 dn656 dn657 dn658 dn659 dn660 dn661 dn662 dn663 dn664 dn665 dn666 dn667 dn668 dn669 dn670 dn671 dn672 dn673 dn674 dn675 dn676 dn677 dn678 dn679 dn680 dn681 dn682 dn683 dn684 dn685 dn686 dn687 dn688 dn689 dn690 dn691 dn692 dn693 dn694 dn695 dn696 dn697 dn698 dn699 dn700 dn701 dn702 dn703 dn704 dn705 dn706 dn707 dn708 dn709 dn710 dn711 dn712 dn713 dn714 dn715 dn716 dn717 dn718 dn719 dn720 dn721 dn722 dn723 dn724 dn725 dn726 dn727 dn728 dn729 dn730 dn731 dn732 dn733 dn734 dn735 dn736 dn737 dn738 dn739 dn740 dn741 dn742 dn743 dn744 dn745 dn746 dn747 dn748 dn749 dn750 dn751 dn752 dn753 dn754 dn755 dn756 dn757 dn758 dn759 dn760 dn761 dn762 dn763 dn764 dn765 dn766 dn767 dn768,E146,NORMAL
1715150476,service,app,app,7839.0,user logout completed,ENG,NORMAL
1131566501,aadmin1,src@aadmin1,sendmail,16560.0,"jA9J1dQ7016560: from=root, size=1595423, class=0, nrcpts=1, msgid=<200511091901.jA9J1dQ7016560@aadmin1>, relay=#7#@localhost",E15,NORMAL
1131566739,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,NORMAL
1715669999,guest,app,service,4202.0,user logout completed,ENG,NORMAL
1724002687,root,dn3,sshd,1075.0,session opened for user root by (uid=0),AUTH,NORMAL
1131566572,tbird-sm1,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,NORMAL
1719938892,-,webserver,nginx,2428.0,"198.51.100.7 - - [21/Jan/2025:10:25:30 +0000] ""POST /upload HTTP/1.1"" 200 4096",WEB,NORMAL
1131567095,cn81,cn81/cn81,ntpd,19090.0,"synchronized to 10.100.20.250, stratum 3",E125,NORMAL
1731541390,unknown,dbserver,kernel,8246.0,SQL injection attempt detected: ' OR 1=1 -- on /login.php,ANOM,ANOMALY
1724233396,-,webserver,nginx,2228.0,"198.51.100.7 - - [21/Jan/2025:10:25:30 +0000] ""POST /upload HTTP/1.1"" 200 4096",WEB,NORMAL
1718265635,-,webserver,nginx,1125.0,"203.0.113.5 - - [21/Jan/2025:10:24:20 +0000] ""GET /admin HTTP/1.1"" 404 128",WEB,NORMAL
1709765164,unknown,webserver,sshd,5021.0,Malware signature matched in /tmp/malicious.bin,ANOM,ANOMALY
1131566523,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C5] datasource,E32,NORMAL
1731691913,unknown,dbserver,kernel,2173.0,Malware signature matched in /tmp/malicious.bin,ANOM,ANOMALY
1714119526,-,webserver,nginx,4377.0,"203.0.113.5 - - [21/Jan/2025:10:24:20 +0000] ""GET /admin HTTP/1.1"" 404 128",WEB,NORMAL
1710789783,-,webserver,nginx,2069.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1131567050,dn458,dn458/dn458,ntpd,32364.0,"synchronized to 10.100.28.250, stratum 3",E125,NORMAL
1717750713,admin,app,service,4200.0,multiple failed login attempts detected,ENG,NORMAL
1706856839,root,dn73,sshd,3823.0,Accepted password for user1 from 10.0.0.5 port 53422 ssh2,AUTH,NORMAL
1723888946,service,app,cron,6969.0,configuration updated by admin,ENG,NORMAL
1131566486,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,NORMAL
1713899197,-,webserver,nginx,4895.0,"203.0.113.5 - - [21/Jan/2025:10:24:20 +0000] ""GET /admin HTTP/1.1"" 404 128",WEB,NORMAL
1719418337,-,webserver,nginx,4526.0,"10.0.0.5 - - [21/Jan/2025:10:23:14 +0000] ""GET /api/data HTTP/1.1"" 200 2048",WEB,NORMAL
1711701191,intruder,internet,kernel,8909.0,Privilege escalation attempt using sudo exploit,ANOM,ANOMALY
1131566942,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,NORMAL
1704077660,root,dn73,sshd,4241.0,Failed password for invalid user admin from 192.168.1.10 port 22 ssh2,AUTH,NORMAL
1734845385,attacker,webserver,app,904.0,Multiple failed logins from 192.168.1.100: possible brute force,ANOM,ANOMALY
1722710690,attacker,dmz,sshd,7411.0,SQL injection attempt detected: ' OR 1=1 -- on /login.php,ANOM,ANOMALY
1709837723,user1,dn228,sshd,4267.0,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.10,AUTH,NORMAL
1723010996,unknown,dmz,postfix,2127.0,Privilege escalation attempt using sudo exploit,ANOM,ANOMALY
1131567083,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,NORMAL
1734044439,-,webserver,nginx,3511.0,"10.0.0.5 - - [21/Jan/2025:10:23:14 +0000] ""GET /api/data HTTP/1.1"" 200 2048",WEB,NORMAL
1708121642,guest,app,scheduler,4441.0,suspicious activity observed for user john,ENG,NORMAL
1712269278,-,webserver,nginx,4681.0,"198.51.100.7 - - [21/Jan/2025:10:25:30 +0000] ""POST /upload HTTP/1.1"" 200 4096",WEB,NORMAL
1131567043,tbird-admin1,local@tbird-admin1,ide2,,Wait for ready failed before probe !,E145,NORMAL
1714457556,root,dn3,sshd,5919.0,Accepted password for user1 from 10.0.0.5 port 53422 ssh2,AUTH,NORMAL
1131567043,tbird-admin1,local@tbird-admin1,Vendor,,MegaRAID Model: LD 0 RAID1 139G Rev: 516A,E70,NORMAL
1131567059,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,NORMAL
1724446620,unknown,app,scheduler,2304.0,background job executed successfully,ENG,NORMAL
1718295199,unknown,dbserver,sshd,8478.0,Critical data corruption on block device,ANOM,ANOMALY
1131566463,dn1021,dn1021/dn1021,ntpd,32563.0,"synchronized to 10.100.28.250, stratum 3",E125,NORMAL
1710898685,-,webserver,nginx,2628.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1131567053,tbird-admin1,local@tbird-admin1,gmetad,,Warning: we failed to resolve data source name bn270 bn271 bn272 bn273 bn274 bn275 bn276 bn277 bn278 bn279 bn280 bn281 bn282 bn283 bn284 bn285 bn286 bn287 bn288 bn289 bn290 bn291 bn292 bn293 bn294 bn295 bn296 bn297 bn298 bn299 bn300 bn301 bn302 bn303 bn304 bn305 bn306 bn307 bn308 bn309 bn310 bn311 bn312 bn313 bn314 bn315 bn316 bn317 bn318 bn319 bn320 bn321 bn322 bn323 bn324 bn325 bn326 bn327 bn328 bn329 bn330 bn331 bn332 bn333 bn334 bn335 bn336 bn337 bn338 bn339 bn340 bn341 bn342 bn343 bn344 bn345 bn346 bn347 bn348 bn349 bn350 bn351 bn352 bn353 bn354 bn355 bn356 bn357 bn358 bn359 bn360 bn361 bn362 bn363 bn364 bn365 bn366 bn367 bn368 bn369 bn370 bn371 bn372 bn373 bn374 bn375 bn376 bn377 bn378 bn379 bn380 bn381 bn382 bn383 bn384,E146,NORMAL
1732029478,root,dmz,nginx,7248.0,Multiple failed logins from 192.168.1.100: possible brute force,ANOM,ANOMALY
1711911415,unknown,internet,kernel,8679.0,Privilege escalation attempt using sudo exploit,ANOM,ANOMALY
1724682615,user1,webserver,sshd,5229.0,session opened for user root by (uid=0),AUTH,NORMAL
1733600124,user1,dn3,sshd,2720.0,Failed password for invalid user admin from 192.168.1.10 port 22 ssh2,AUTH,NORMAL
1704307606,unknown,app,scheduler,6349.0,password change requested,ENG,NORMAL
1725119648,-,webserver,nginx,2553.0,"127.0.0.1 - - [21/Jan/2025:10:21:03 +0000] ""GET /index.html HTTP/1.1"" 200 1024",WEB,NORMAL
1131567298,cn564,cn564/cn564,ntpd,17934.0,"synchronized to 10.100.16.250, stratum 3",E125,NORMAL
1131567148,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,NORMAL
1131566869,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,NORMAL
1131567075,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,NORMAL
1131566852,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,NORMAL
1131567143,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,NORMAL
1733917001,-,webserver,nginx,2164.0,"127.0.0.1 - - [21/Jan/2025:10:21:03 +0000] ""GET /index.html HTTP/1.1"" 200 1024",WEB,NORMAL
1712783072,-,webserver,nginx,1118.0,"127.0.0.1 - - [21/Jan/2025:10:21:03 +0000] ""GET /index.html HTTP/1.1"" 200 1024",WEB,NORMAL
1721929683,admin,webserver,sshd,298.0,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.10,AUTH,NORMAL
1730324752,admin,app,scheduler,12.0,background job executed successfully,ENG,NORMAL
1722433143,admin,dn3,sshd,1437.0,session opened for user root by (uid=0),AUTH,NORMAL
1131566812,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,NORMAL
1727823858,intruder,webserver,app,3860.0,Remote code execution attempt on port 8080,ANOM,ANOMALY
1724219942,-,webserver,nginx,4232.0,"198.51.100.7 - - [21/Jan/2025:10:25:30 +0000] ""POST /upload HTTP/1.1"" 200 4096",WEB,NORMAL
1729595746,-,webserver,nginx,3889.0,"198.51.100.7 - - [21/Jan/2025:10:25:30 +0000] ""POST /upload HTTP/1.1"" 200 4096",WEB,NORMAL
1131566979,cn665,cn665/cn665,ntpd,23982.0,"synchronized to 10.100.20.250, stratum 3",E125,NORMAL
1733388654,unknown,app,scheduler,8095.0,user login successful,ENG,NORMAL
1733741530,root,dn228,sshd,2775.0,session opened for user root by (uid=0),AUTH,NORMAL
1726648814,admin,app,cron,2250.0,user logout completed,ENG,NORMAL
1733376022,unknown,app,app,1199.0,suspicious activity observed for user john,ENG,NORMAL
1728767229,-,webserver,nginx,2676.0,"10.0.0.5 - - [21/Jan/2025:10:23:14 +0000] ""GET /api/data HTTP/1.1"" 200 2048",WEB,NORMAL
1717288000,unknown,dbserver,postfix,3122.0,Multiple failed logins from 192.168.1.100: possible brute force,ANOM,ANOMALY
1716253933,-,webserver,nginx,1478.0,"198.51.100.7 - - [21/Jan/2025:10:25:30 +0000] ""POST /upload HTTP/1.1"" 200 4096",WEB,NORMAL
1704473977,-,webserver,nginx,1292.0,"203.0.113.5 - - [21/Jan/2025:10:24:20 +0000] ""GET /admin HTTP/1.1"" 404 128",WEB,NORMAL
1131566461,dn978,dn978/dn978,crond(pam_unix),2920.0,session closed for user root,E117,NORMAL
1131566769,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,NORMAL
1718613389,unknown,app,scheduler,9224.0,configuration updated by admin,ENG,NORMAL
1730296796,root,webserver,postfix,5027.0,Unauthorized access to /etc/shadow detected,ANOM,ANOMALY
1712136877,-,webserver,nginx,3792.0,"10.0.0.5 - - [21/Jan/2025:10:23:14 +0000] ""GET /api/data HTTP/1.1"" 200 2048",WEB,NORMAL
1131566527,aadmin2,src@aadmin2,dhcpd,,DHCPREQUEST for 10.100.4.251 (10.100.0.250) from 00:11:43:e3:ba:c3 via eth1: unknown lease 10.100.4.251.,E40,NORMAL
1715532738,unknown,app,app,9134.0,suspicious activity observed for user john,ENG,NORMAL
1131567053,tbird-admin1,local@tbird-admin1,gmetad,,Warning: we failed to resolve data source name an910 an911 an912 an913 an914 an915 an916 an917 an918 an919 an920 an921 an922 an923 an924 an925 an926 an927 an928 an929 an930 an931 an932 an933 an934 an935 an936 an937 an938 an939 an940 an941 an942 an943 an944 an945 an946 an947 an948 an949 an950 an951 an952 an953 an954 an955 an956 an957 an958 an959 an960 an961 an962 an963 an964 an965 an966 an967 an968 an969 an970 an971 an972 an973 an974 an975 an976 an977 an978 an979 an980 an981 an982 an983 an984 an985 an986 an987 an988 an989 an990 an991 an992 an993 an994 an995 an996 an997 an998 an999 an1000 an1001 an1002 an1003 an1004 an1005 an1006 an1007 an1008 an1009 an1010 an1011 an1012 an1013 an1014 an1015 an1016 an1017 an1018 an1019 an1020 an1021 an1022 an1023 an1024,E146,NORMAL
1131566858,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,NORMAL
1131567036,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,NORMAL
1131567043,tbird-admin1,local@tbird-admin1,md,,autorun ...,E23,NORMAL
1718232940,-,webserver,nginx,3705.0,"127.0.0.1 - - [21/Jan/2025:10:21:03 +0000] ""GET /index.html HTTP/1.1"" 200 1024",WEB,NORMAL
1131566527,aadmin1,src@aadmin1,dhcpd,,DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1,E36,NORMAL
1131566994,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,NORMAL
1725520844,intruder,dbserver,postfix,1143.0,Firewall breach attempt from 203.0.113.55,ANOM,ANOMALY
1716476804,-,webserver,nginx,4059.0,"203.0.113.5 - - [21/Jan/2025:10:24:20 +0000] ""GET /admin HTTP/1.1"" 404 128",WEB,NORMAL
1131567323,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,NORMAL
1734351204,guest,app,service,2308.0,password change requested,ENG,NORMAL
1726524948,root,dn228,sshd,285.0,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.10,AUTH,NORMAL
1728685202,user1,dn3,sshd,3061.0,session opened for user root by (uid=0),AUTH,NORMAL
1131566924,bn831,bn831/bn831,ntpd,21860.0,"synchronized to 10.100.18.250, stratum 3",E125,NORMAL
1131566825,cn936,cn936/cn936,ntpd,29168.0,"synchronized to 10.100.22.250, stratum 3",E125,NORMAL
1131567321,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,NORMAL
1733285130,-,webserver,nginx,2039.0,"198.51.100.7 - - [21/Jan/2025:10:25:30 +0000] ""POST /upload HTTP/1.1"" 200 4096",WEB,NORMAL
1727882608,attacker,dbserver,nginx,243.0,Privilege escalation attempt using sudo exploit,ANOM,ANOMALY
1710022010,service,app,cron,6399.0,suspicious activity observed for user john,ENG,NORMAL
1713386943,-,webserver,nginx,2857.0,"198.51.100.7 - - [21/Jan/2025:10:25:30 +0000] ""POST /upload HTTP/1.1"" 200 4096",WEB,NORMAL
1732504522,guest,app,scheduler,9989.0,background job executed successfully,ENG,NORMAL
1734527805,service,app,cron,3229.0,configuration updated by admin,ENG,NORMAL
1714527054,-,webserver,nginx,1915.0,"198.51.100.7 - - [21/Jan/2025:10:25:30 +0000] ""POST /upload HTTP/1.1"" 200 4096",WEB,NORMAL
1716936257,unknown,dbserver,kernel,8208.0,SQL injection attempt detected: ' OR 1=1 -- on /login.php,ANOM,ANOMALY
1131567186,cn406,cn406/cn406,ntpd,17522.0,"synchronized to 10.100.16.250, stratum 3",E125,NORMAL
1131567096,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,NORMAL
1131567275,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,NORMAL
1131567068,bn412,bn412/bn412,ntpd,17952.0,"synchronized to 10.100.18.250, stratum 3",E125,NORMAL
1131567043,tbird-admin1,local@tbird-admin1,CPU,,L2 cache: 2048K,E63,NORMAL
1729245412,guest,app,app,8506.0,multiple failed login attempts detected,ENG,NORMAL
1706546630,-,webserver,nginx,4425.0,"203.0.113.5 - - [21/Jan/2025:10:24:20 +0000] ""GET /admin HTTP/1.1"" 404 128",WEB,NORMAL
1731758083,-,webserver,nginx,4867.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1728278236,user1,dn73,sshd,2679.0,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.10,AUTH,NORMAL
1714828009,guest,app,service,9317.0,configuration updated by admin,ENG,NORMAL
1713453038,service,app,service,6513.0,file downloaded from suspicious domain,ENG,NORMAL
1707103772,-,webserver,nginx,2069.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1131567043,tbird-admin1,local@tbird-admin1,PCI,,Transparent bridge - 0000:00:1e.0,E130,NORMAL
1732598269,-,webserver,nginx,2276.0,"127.0.0.1 - - [21/Jan/2025:10:21:03 +0000] ""GET /index.html HTTP/1.1"" 200 1024",WEB,NORMAL
1708959154,user1,webserver,sshd,3841.0,Accepted password for user1 from 10.0.0.5 port 53422 ssh2,AUTH,NORMAL
1727236895,-,webserver,nginx,2499.0,"10.0.0.5 - - [21/Jan/2025:10:23:14 +0000] ""GET /api/data HTTP/1.1"" 200 2048",WEB,NORMAL
1131567262,dn846,dn846/dn846,ntpd,3473.0,"synchronized to 10.100.28.250, stratum 3",E125,NORMAL
1131566525,aadmin2,src@aadmin2,dhcpd,,DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1: network A_net: no free leases,E37,NORMAL
